id,active_areas_number,Dominant_peak,Dominant_peak_time,Subdominant_peak,Subdominant_peak_time,Minor_peak,Minor_peak_time,Dominant_peak_env,Dominant_peak_env_time,Subdominant_peak_env,Subdominant_peak_env_time,Minor_peak_env,Minor_peak_env_time,First_peak,First_peak_time,Second_peak,Second_peak_time,Third_peak,Third_peak_time,First_peak_env,First_peak_env_time,Second_peak_env,Second_peak_env_time,Third_peak_env,Third_peak_env_time,duration,silent_phase,silent_rateo,atrial_ventricular_ratio,atrial_ventricular_time_ratio,minor_to_dominant_ratio,minor_to_subdominant_ratio,n_active_areas_on_duration_ratio,cross_peak_TM1,cross_peak_time_TM1,cross_energy_TM1,cross_peak_TM2,cross_peak_time_TM2,cross_energy_TM2,Dominant_AvgPowLF,Dominant_AvgPowMF,Dominant_AvgPowHF,Subdominant_AvgPowLF,Subdominant_AvgPowMF,Subdominant_AvgPowHF,Minor_AvgPowLF,Minor_AvgPowMF,Minor_AvgPowHF,First_AvgPowLF,First_AvgPowMF,First_AvgPowHF,Second_AvgPowLF,Second_AvgPowMF,Second_AvgPowHF,Third_AvgPowLF,Third_AvgPowMF,Third_AvgPowHF,First_max_Power_HF,First_max_Power_MF,First_max_Power_LF,Second_max_Power_HF,Second_max_Power_MF,Second_max_Power_LF,Third_max_Power_HF,Third_max_Power_MF,Third_max_Power_LF,First_min_Power_HF,First_min_Power_MF,First_min_Power_LF,Second_min_Power_HF,Second_min_Power_MF,Second_min_Power_LF,Third_min_Power_HF,Third_min_Power_MF,Third_min_Power_LF,First_Power_std_HF,First_Power_std_MF,First_Power_std_LF,Second_Power_std_HF,Second_Power_std_MF,Second_Power_std_LF,Third_Power_std_HF,Third_Power_std_MF,Third_Power_std_LF,Fragmentation,App,class
10,2,0.203,0.50025,0.169,0.37641,,,0.14739,0.50516,0.095104,0.35823,,,0.169,0.37641,0.203,0.50025,,,0.095104,0.35823,0.14739,0.50516,,,0.28501,0.019165,0.067241,0.51232,1.3333,0.51232,0.61538,7.0172,0.063224,0.53514,0.00022846,0.038938,0.50074,0.0001011,4.1959e-05,1.3065e-05,,1.0419e-05,1.1937e-05,,2.8161e-07,4.4799e-07,,1.3065e-05,4.1959e-05,,1.1937e-05,1.0419e-05,,4.4799e-07,2.8161e-07,,0.00011596,0.00035613,,0.00011578,0.00025519,,1.846e-05,4.857e-06,,3.65e-10,2.6115e-09,,9.1321e-09,2.7634e-08,,1.2001e-10,5.2516e-10,,2.6176e-05,8.3536e-05,,2.5034e-05,3.4068e-05,,1.8282e-06,6.8418e-07,,23,0.015,Effective
11,2,0.214,0.51007,0.047,0.39754,,,0.12097,0.51548,0.021514,0.39312,,,0.047,0.39754,0.214,0.51007,,,0.021514,0.39312,0.12097,0.51548,,,0.26486,0.011302,0.042672,0.11644,0.91358,0.079439,0.3617,7.551,0.12323,0.53907,0.00045766,0.077618,0.54742,0.00025852,2.1849e-05,7.7326e-07,,4.6593e-06,2.9068e-07,,6.0933e-07,4.1999e-08,,7.7326e-07,2.1849e-05,,2.9068e-07,4.6593e-06,,4.1999e-08,6.0933e-07,,6.7661e-06,0.00014914,,4.5396e-06,3.8654e-05,,5.999e-07,2.5108e-05,,2.1756e-10,1.2437e-10,,6.5298e-10,1.3414e-09,,5.2242e-12,7.3133e-11,,1.7431e-06,3.8762e-05,,7.1313e-07,9.0454e-06,,7.7405e-08,3.0941e-06,,25,-0.068,Effective
11,2,0.09,0.50958,0.077,0.39803,,,0.070755,0.51302,0.056699,0.39459,,,0.077,0.39803,0.09,0.50958,,,0.056699,0.39459,0.070755,0.51302,,,0.23686,0.0083538,0.03527,0.84444,0.7619,0.84444,0.98701,8.444,0.22991,0.52383,0.001408,0.14323,0.53366,0.00067236,7.4127e-06,4.6267e-06,,3.1687e-07,1.4171e-06,,4.0301e-08,3.2373e-08,,4.6267e-06,7.4127e-06,,1.4171e-06,3.1687e-07,,3.2373e-08,4.0301e-08,,4.2889e-05,7.2863e-05,,2.9511e-05,2.7807e-06,,2.1484e-07,3.9005e-07,,1.477e-10,1.477e-10,,2.1206e-09,2.6038e-09,,2.9142e-10,1.4267e-11,,1.1472e-05,1.5779e-05,,4.6444e-06,4.8001e-07,,3.7193e-08,5.1031e-08,,30,0.013,Effective
12,2,1.416,0.50958,0.078,0.36511,,,0.93879,0.50663,0.04649,0.3602,,,0.078,0.36511,1.416,0.50958,,,0.04649,0.3602,0.93879,0.50663,,,0.26388,0.037346,0.14153,0.028955,0.77622,0.028955,0.52564,7.5791,0.070636,0.52334,0.00012561,0.046884,0.5317,8.897e-05,0.00096671,3.8762e-06,,0.00028093,2.5354e-07,,1.6748e-06,2.5616e-08,,3.8762e-06,0.00096671,,2.5354e-07,0.00028093,,2.5616e-08,1.6748e-06,,2.1674e-05,0.0092745,,5.8956e-06,0.0062935,,1.3636e-07,0.00011662,,1.1372e-09,2.3696e-09,,1.4966e-09,7.4002e-09,,2.1611e-11,1.5536e-11,,6.1904e-06,0.0023086,,6.5085e-07,0.00096126,,2.7748e-08,9.1337e-06,,7,0.351,Effective
12,2,0.343,0.51106,0.086,0.36118,,,0.22454,0.514,0.047412,0.35971,,,0.086,0.36118,0.343,0.51106,,,0.047412,0.35971,0.22454,0.514,,,0.26143,0.031941,0.12218,0.1875,0.74857,0.1312,0.52326,7.6504,0.094644,0.53808,0.00042892,0.06639,0.50319,0.000178,6.2768e-05,2.2336e-06,,4.7829e-06,2.4281e-06,,2.7569e-07,2.6169e-07,,2.2336e-06,6.2768e-05,,2.4281e-06,4.7829e-06,,2.6169e-07,2.7569e-07,,1.2201e-05,0.00032287,,1.7463e-05,0.00011196,,1.1454e-05,4.0605e-06,,9.0283e-10,7.1633e-10,,3.1868e-10,4.8968e-11,,2.9386e-10,1.057e-11,,3.3982e-06,0.00010336,,5.282e-06,1.3049e-05,,1.2772e-06,6.9303e-07,,15,-0.103,Effective
12,2,0.217,0.51499,0.064,0.35921,,,0.141,0.51204,0.041877,0.35528,,,0.064,0.35921,0.217,0.51499,,,0.041877,0.35528,0.141,0.51204,,,0.28354,0.035381,0.12478,0.19355,0.82911,0.19355,0.65625,7.0537,0.077343,0.53071,0.00030911,0.061413,0.49484,0.00016581,1.8664e-05,3.6783e-06,,2.869e-06,4.4677e-07,,1.3272e-07,3.1013e-08,,3.6783e-06,1.8664e-05,,4.4677e-07,2.869e-06,,3.1013e-08,1.3272e-07,,2.5028e-05,0.00010588,,1.2519e-05,5.1454e-05,,1.586e-07,1.9048e-06,,1.343e-09,1.8801e-10,,2.1128e-10,4.2655e-09,,6.7556e-12,3.0286e-11,,6.7621e-06,3.0028e-05,,1.6697e-06,7.0512e-06,,3.9308e-08,3.3285e-07,,30,0.052,Effective
12,2,1.077,0.50909,0.172,0.35086,,,0.61411,0.51302,0.080712,0.35332,,,0.172,0.35086,1.077,0.50909,,,0.080712,0.35332,0.61411,0.51302,,,0.26634,0.048649,0.18266,0.10349,0.78659,0.071495,0.44767,7.5092,0.064497,0.53612,0.00020924,0.05578,0.50221,0.00010216,0.00028543,7.8286e-06,,8.6039e-05,7.7401e-06,,3.4744e-06,3.9997e-07,,7.8286e-06,0.00028543,,7.7401e-06,8.6039e-05,,3.9997e-07,3.4744e-06,,7.6563e-05,0.0020578,,7.3804e-05,0.0014628,,1.1938e-05,0.00013964,,3.3806e-09,1.0151e-09,,6.8707e-09,5.1502e-10,,1.3756e-12,1.158e-10,,1.978e-05,0.00054323,,1.7305e-05,0.00023747,,1.415e-06,1.4842e-05,,15,-0.333,Effective
12,3,1.389,0.51253,0.151,0.36314,0.031,0.24914,0.81824,0.50909,0.089044,0.35872,0.01367,0.25405,0.031,0.24914,0.151,0.36314,1.389,0.51253,0.01367,0.25405,0.089044,0.35872,0.81824,0.50909,0.34644,0.083538,0.24113,0.061915,0.65333,0.061915,0.56954,8.6596,0.062763,0.52678,0.00011134,0.039863,0.53514,7.5456e-05,0.00049343,1.3303e-05,2.4883e-07,0.00019467,2.0803e-06,3.9384e-07,1.0701e-06,3.298e-08,1.104e-07,2.4883e-07,1.3303e-05,0.00049343,3.9384e-07,2.0803e-06,0.00019467,1.104e-07,3.298e-08,1.0701e-06,1.3296e-06,8.5232e-05,0.0038909,1.345e-06,5.1666e-05,0.0030866,6.3196e-07,6.1877e-07,8.0464e-05,5.9963e-10,1.1686e-10,3.9273e-10,5.0781e-09,4.802e-09,2.7067e-09,3.0337e-10,2.2653e-11,2.785e-11,3.8549e-07,2.3677e-05,0.0010227,5.0259e-07,7.5779e-06,0.0005668,1.5954e-07,5.5459e-08,5.7039e-06,9,0.419,Effective
12,2,0.691,0.51204,0.238,0.36757,,,0.41508,0.50909,0.11661,0.36413,,,0.238,0.36757,0.691,0.51204,,,0.11661,0.36413,0.41508,0.50909,,,0.29582,0.026536,0.089701,0.11722,1.2452,0.11722,0.34034,6.7608,0.067972,0.52629,0.00014164,0.042714,0.53464,9.2913e-05,0.00013184,9.449e-06,,4.9553e-05,2.3745e-06,,5.057e-07,8.0957e-08,,9.449e-06,0.00013184,,2.3745e-06,4.9553e-05,,8.0957e-08,5.057e-07,,9.8194e-05,0.0010467,,4.9228e-05,0.00082268,,1.9391e-06,2.9978e-05,,1.2552e-09,8.5524e-09,,2.2734e-10,6.5782e-11,,1.0193e-11,9.5626e-11,,2.3177e-05,0.00027233,,6.8059e-06,0.00014558,,1.9404e-07,2.4192e-06,,16,0.221,Effective
12,2,1.273,0.51302,0.167,0.36364,,,0.74796,0.51007,0.09219,0.35971,,,0.167,0.36364,1.273,0.51302,,,0.09219,0.35971,0.74796,0.51007,,,0.25553,0.045209,0.17692,0.069914,0.65541,0.069914,0.53293,7.8269,0.060594,0.52826,0.0001087,0.038384,0.53661,7.3706e-05,0.00038149,1.3644e-05,,0.0001458,1.7837e-06,,1.109e-06,5.621e-08,,1.3644e-05,0.00038149,,1.7837e-06,0.0001458,,5.621e-08,1.109e-06,,7.9362e-05,0.002636,,4.3742e-05,0.002103,,5.4438e-07,6.7685e-05,,4.5588e-11,2.1423e-11,,2.81e-08,3.3476e-09,,2.7784e-12,6.2136e-11,,2.2467e-05,0.00073271,,6.2782e-06,0.00039818,,1.1467e-07,5.2281e-06,,10,0.334,Effective
12,2,1.133,0.51253,0.103,0.36413,,,0.67803,0.51007,0.061249,0.36069,,,0.103,0.36413,1.133,0.51253,,,0.061249,0.36069,0.67803,0.51007,,,0.2516,0.036855,0.14648,0.052957,0.58784,0.052957,0.58252,7.9492,0.060465,0.52776,0.00011149,0.038058,0.49533,7.372e-05,0.00030957,7.0913e-06,,0.00013033,8.6494e-07,,1.5126e-06,2.9439e-08,,7.0913e-06,0.00030957,,8.6494e-07,0.00013033,,2.9439e-08,1.5126e-06,,3.1831e-05,0.0023172,,1.7366e-05,0.0019427,,2.9516e-07,8.5189e-05,,3.5451e-09,3.6835e-09,,5.2053e-09,2.1153e-10,,2.3475e-11,3.2048e-10,,1.0552e-05,0.00061837,,2.5359e-06,0.0003648,,3.6864e-08,7.448e-06,,11,0.272,Effective
12,3,0.735,0.51106,0.123,0.36953,0.013,0.25258,0.43548,0.50762,0.081336,0.36806,0.0064327,0.24717,0.013,0.25258,0.123,0.36953,0.735,0.51106,0.0064327,0.24717,0.081336,0.36806,0.43548,0.50762,0.35627,0.054545,0.1531,0.14422,0.54438,0.14422,0.86179,8.4207,0.10826,0.52285,0.0002933,0.073692,0.5312,0.00018684,0.00022043,8.6112e-06,8.7758e-08,2.3696e-05,1.7737e-06,8.369e-08,2.6043e-07,6.7492e-08,2.2738e-08,8.7758e-08,8.6112e-06,0.00022043,8.369e-08,1.7737e-06,2.3696e-05,2.2738e-08,6.7492e-08,2.6043e-07,4.0928e-07,5.7245e-05,0.0015451,3.527e-07,2.4859e-05,0.00077748,9.7239e-08,6.3002e-07,6.5861e-06,9.455e-11,1.6384e-09,3.3044e-08,1.6856e-09,4.9211e-09,1.7176e-09,1.6821e-11,4.6509e-12,7.0854e-12,1.2252e-07,1.6166e-05,0.00042127,8.5837e-08,3.8922e-06,9.6789e-05,2.2222e-08,9.8999e-08,8.7981e-07,14,0.406,Effective
12,2,0.614,0.50958,0.098,0.36757,,,0.38098,0.50614,0.065384,0.37101,,,0.098,0.36757,0.614,0.50958,,,0.065384,0.37101,0.38098,0.50614,,,0.24423,0.025553,0.10463,0.15961,0.58599,0.15961,1,8.1891,0.12961,0.5199,0.00040186,0.087497,0.52875,0.00023323,0.00021482,7.0338e-06,,2.1008e-05,1.8291e-06,,3.1198e-07,5.4088e-08,,7.0338e-06,0.00021482,,1.8291e-06,2.1008e-05,,5.4088e-08,3.1198e-07,,4.9186e-05,0.0015606,,3.0358e-05,0.00075319,,9.4118e-07,8.7887e-06,,1.5101e-10,1.0597e-08,,5.7792e-09,9.7737e-10,,1.2918e-10,5.1622e-11,,1.4136e-05,0.00041532,,5.1046e-06,9.2681e-05,,1.5528e-07,1.1514e-06,,10,0.274,Effective
12,2,1.021,0.50909,0.051,0.35184,,,0.58526,0.51253,0.030646,0.35774,,,0.051,0.35184,1.021,0.50909,,,0.030646,0.35774,0.58526,0.51253,,,0.26732,0.035381,0.13235,0.054519,0.72626,0.037218,0.7451,7.4816,0.069037,0.53612,0.00022987,0.056634,0.50172,0.00010959,0.00023749,6.0469e-07,,7.2585e-05,1.3984e-06,,2.7555e-06,3.8457e-08,,6.0469e-07,0.00023749,,1.3984e-06,7.2585e-05,,3.8457e-08,2.7555e-06,,1.0744e-05,0.0020389,,1.3753e-05,0.0015265,,1.2749e-06,0.00012027,,3.9536e-10,8.4637e-09,,6.0505e-10,5.266e-09,,7.8097e-11,2.9439e-10,,1.5105e-06,0.00050455,,3.489e-06,0.00023078,,1.1473e-07,1.2967e-05,,14,-0.324,Effective
12,2,1,0.51204,0.084,0.35184,,,0.52217,0.51548,0.046527,0.35283,,,0.084,0.35184,1,0.51204,,,0.046527,0.35283,0.52217,0.51548,,,0.26044,0.027518,0.10566,0.14079,0.46789,0.068,0.80952,7.6792,0.096155,0.54054,0.00043805,0.076428,0.50565,0.00019813,0.00024116,2.828e-06,,1.9689e-05,4.4212e-06,,1.7582e-06,8.8976e-08,,2.828e-06,0.00024116,,4.4212e-06,1.9689e-05,,8.8976e-08,1.7582e-06,,2.8133e-05,0.0016617,,2.8731e-05,0.00032613,,3.0517e-06,4.983e-05,,4.2241e-10,5.7585e-10,,1.7051e-08,2.9548e-09,,7.1321e-11,8.7429e-11,,6.792e-06,0.00046319,,8.6022e-06,4.6653e-05,,3.0841e-07,5.1188e-06,,9,-0.517,Effective
12,2,0.681,0.51155,0.126,0.3543,,,0.3672,0.51499,0.062203,0.35381,,,0.126,0.3543,0.681,0.51155,,,0.062203,0.35381,0.3672,0.51499,,,0.26093,0.035872,0.13748,0.14773,0.4375,0.076358,0.4127,7.6648,0.10701,0.53956,0.00053521,0.079369,0.50467,0.00022792,0.0001402,3.9646e-06,,8.7733e-06,6.457e-06,,9.1643e-07,1.7723e-07,,3.9646e-06,0.0001402,,6.457e-06,8.7733e-06,,1.7723e-07,9.1643e-07,,4.7407e-05,0.00093508,,5.0251e-05,0.00017909,,7.4322e-06,2.9187e-05,,6.2611e-12,2.2194e-09,,1.8137e-10,2.987e-09,,7.3933e-11,5.0844e-11,,1.0129e-05,0.00026559,,1.4423e-05,2.193e-05,,7.6632e-07,2.9695e-06,,16,-0.329,Effective
12,2,0.919,0.51155,0.097,0.35233,,,0.49253,0.51499,0.062505,0.35725,,,0.097,0.35233,0.919,0.51155,,,0.062505,0.35725,0.49253,0.51499,,,0.26093,0.0457,0.17514,0.19737,0.61017,0.097933,0.92784,7.6648,0.09131,0.53956,0.00041053,0.074025,0.50467,0.000185,0.00024493,5.9112e-06,,2.2846e-05,6.6919e-06,,1.8333e-06,8.4331e-08,,5.9112e-06,0.00024493,,6.6919e-06,2.2846e-05,,8.4331e-08,1.8333e-06,,5.443e-05,0.0013282,,5.4577e-05,0.00041103,,2.1374e-06,5.3186e-05,,7.2664e-11,9.6839e-09,,8.2307e-11,8.6678e-10,,1.1033e-11,5.2276e-11,,1.3742e-05,0.00042075,,1.4678e-05,5.4498e-05,,2.4286e-07,5.4998e-06,,13,-0.463,Effective
1,3,1.485,0.51007,0.039,0.40885,0.03,0.29042,1.0224,0.50762,0.02088,0.40885,0.020193,0.3086,0.03,0.29042,0.039,0.40885,1.485,0.51007,0.020193,0.3086,0.02088,0.40885,1.0224,0.50762,0.32432,0.053071,0.16364,0.020202,0.7029,0.020202,0.76923,9.25,0.16131,0.52531,0.00072241,0.088004,0.53464,0.0003488,0.0011558,9.6793e-07,2.0531e-06,0.00024061,3.3534e-07,1.9553e-07,2.0206e-06,4.3135e-08,3.0378e-08,2.0531e-06,9.6793e-07,0.0011558,1.9553e-07,3.3534e-07,0.00024061,3.0378e-08,4.3135e-08,2.0206e-06,8.4942e-06,3.5205e-06,0.010294,4.5251e-07,1.6601e-06,0.0062037,2.3333e-07,4.5388e-07,0.00010722,1.8345e-09,6.5576e-09,1.6325e-08,4.4835e-09,9.9032e-09,7.5987e-09,8.5764e-11,2.5452e-10,1.5773e-10,2.7693e-06,1.0782e-06,0.0026464,1.0902e-07,3.0314e-07,0.00089117,3.0539e-08,6.4842e-08,1.0223e-05,4,0.491,Dangerous
1,3,0.892,0.514,0.081,0.29926,0.023,0.40885,0.64997,0.51007,0.056514,0.29386,0.0147,0.4113,0.081,0.29926,0.023,0.40885,0.892,0.514,0.056514,0.29386,0.0147,0.4113,0.64997,0.51007,0.33317,0.053563,0.16077,0.081839,0.62179,0.081839,0.90123,9.0044,0.19319,0.52875,0.0010479,0.10275,0.53808,0.00047561,0.00046924,8.3362e-06,5.1966e-07,4.8778e-05,4.536e-07,2.5201e-07,7.7705e-07,7.4829e-08,2.9396e-08,8.3362e-06,5.1966e-07,0.00046924,4.536e-07,2.5201e-07,4.8778e-05,7.4829e-08,2.9396e-08,7.7705e-07,5.356e-05,1.5765e-06,0.0029417,7.2423e-06,1.2477e-06,0.0013779,7.1438e-07,1.5494e-07,2.8146e-05,1.3765e-09,1.5023e-08,5.1849e-09,4.0824e-09,4.7401e-09,9.0354e-09,5.0689e-11,7.8872e-12,4.8052e-10,1.4293e-05,5.1728e-07,0.00085779,8.1176e-07,3.0021e-07,0.00017672,1.5088e-07,3.8126e-08,2.8828e-06,9,0.242,Dangerous
1,2,0.686,0.51302,0.307,0.28649,,,0.51847,0.50958,0.16891,0.2914,,,0.307,0.28649,0.686,0.51302,,,0.16891,0.2914,0.51847,0.50958,,,0.33956,0.097297,0.28654,0.44752,0.72727,0.44752,1,5.89,0.1853,0.52826,0.001048,0.098154,0.53759,0.00048018,0.00031813,4.6987e-05,,3.3408e-05,6.6583e-06,,2.5799e-07,2.7739e-07,,4.6987e-05,0.00031813,,6.6583e-06,3.3408e-05,,2.7739e-07,2.5799e-07,,0.00043561,0.0022509,,0.00010386,0.0010139,,5.6749e-06,1.2002e-05,,3.4923e-10,5.1454e-08,,2.4966e-09,6.6286e-09,,1.7671e-11,1.7103e-10,,0.00010869,0.00061169,,1.6674e-05,0.00012857,,8.4441e-07,9.5105e-07,,12,0.153,Dangerous
1,3,1.617,0.50958,0.039,0.40934,0.029,0.29091,1.0991,0.50713,0.021413,0.41032,0.018321,0.3086,0.029,0.29091,0.039,0.40934,1.617,0.50958,0.018321,0.3086,0.021413,0.41032,1.0991,0.50713,0.32039,0.055037,0.17178,0.017934,0.66667,0.017934,0.74359,9.3635,0.15839,0.52482,0.0006916,0.086675,0.53415,0.00033624,0.0013604,8.0158e-07,1.7159e-06,0.00028098,4.3318e-07,2.4865e-07,1.9882e-06,4.5843e-08,2.7808e-08,1.7159e-06,8.0158e-07,0.0013604,2.4865e-07,4.3318e-07,0.00028098,2.7808e-08,4.5843e-08,1.9882e-06,6.7876e-06,3.0895e-06,0.012258,7.4763e-07,2.139e-06,0.0074175,2.848e-07,1.723e-07,9.9386e-05,7.3836e-10,1.3726e-09,9.098e-09,1.9596e-10,3.9426e-08,2.9672e-09,2.1657e-10,2.7911e-10,1.0848e-11,2.1321e-06,9.6237e-07,0.0031432,1.9981e-07,4.2643e-07,0.0010603,3.6652e-08,4.9992e-08,9.5147e-06,4,0.556,Dangerous
1,3,1.196,0.51057,0.077,0.30025,0.02,0.41032,0.80808,0.50811,0.05084,0.29386,0.013555,0.41179,0.077,0.30025,0.02,0.41032,1.196,0.51057,0.05084,0.29386,0.013555,0.41179,0.80808,0.50811,0.32826,0.050123,0.15269,0.061037,0.66897,0.061037,0.94805,9.1392,0.17584,0.5258,0.00085302,0.094144,0.53464,0.00039886,0.00071037,7.1981e-06,4.3362e-07,0.00011991,3.1596e-07,3.1269e-07,6.9676e-07,3.2486e-08,2.2041e-08,7.1981e-06,4.3362e-07,0.00071037,3.1596e-07,3.1269e-07,0.00011991,3.2486e-08,2.2041e-08,6.9676e-07,4.47e-05,1.5407e-06,0.0059181,5.0426e-06,1.2704e-06,0.0033652,3.4969e-07,8.9079e-08,3.345e-05,2.4513e-09,8.775e-11,3.7997e-11,6.5107e-10,1.2724e-10,1.5239e-09,1.4997e-11,1.5468e-09,1.6218e-10,1.1832e-05,4.8834e-07,0.0015422,5.5723e-07,3.8323e-07,0.00046413,6.2403e-08,2.153e-08,3.1292e-06,6,0.469,Dangerous
3,2,0.308,0.33759,0.112,0.50221,,,0.18062,0.34251,0.079854,0.48354,,,0.308,0.33759,0.112,0.50221,,,0.18062,0.34251,0.079854,0.48354,,,0.25848,0.026044,0.10076,2.5464,1.2358,0.80195,2.2054,7.7376,0.082447,0.50172,0.00027364,0.050105,0.36855,0.00014597,3.9658e-05,1.7258e-05,,9.1211e-06,3.8878e-06,,8.8136e-07,1.3923e-07,,3.9658e-05,1.7258e-05,,9.1211e-06,3.8878e-06,,8.8136e-07,1.3923e-07,,0.00025566,9.9992e-05,,0.00019385,4.1397e-05,,1.7195e-05,3.8177e-06,,3.3687e-10,4.3074e-10,,2.5201e-09,4.3862e-11,,1.7642e-10,5.1978e-11,,7.1769e-05,2.8192e-05,,2.8269e-05,7.3835e-06,,3.1066e-06,3.8091e-07,,25,-0.061,Dangerous
3,2,0.319,0.33219,0.241,0.50172,,,0.1629,0.33759,0.14604,0.50516,,,0.319,0.33219,0.241,0.50172,,,0.1629,0.33759,0.14604,0.50516,,,0.32678,0.031941,0.097744,1.2471,1.8475,0.66458,0.87967,6.1203,0.059526,0.35381,0.0001444,0.041089,0.36314,0.00010048,3.0196e-05,4.3701e-05,,6.1576e-06,8.5575e-06,,1.5327e-06,2.4812e-07,,3.0196e-05,4.3701e-05,,6.1576e-06,8.5575e-06,,1.5327e-06,2.4812e-07,,0.00033162,0.00033914,,0.00015891,0.00011593,,3.2641e-05,8.8447e-06,,1.0085e-10,1.8788e-09,,2.7016e-09,4.6576e-10,,2.1883e-11,6.0933e-11,,7.3418e-05,8.1644e-05,,2.0028e-05,2.0461e-05,,5.8176e-06,6.8602e-07,,17,-0.107,Dangerous
3,2,0.211,0.50172,0.072,0.35627,,,0.12039,0.49631,0.046434,0.35332,,,0.072,0.35627,0.211,0.50172,,,0.046434,0.35332,0.12039,0.49631,,,0.29337,0.0068796,0.023451,0.52174,1.6121,0.34123,1,6.8174,0.065422,0.50418,0.00016343,0.04002,0.47027,8.5736e-05,3.805e-05,4.3837e-06,,9.105e-06,8.1128e-07,,2.7635e-07,8.0797e-08,,4.3837e-06,3.805e-05,,8.1128e-07,9.105e-06,,8.0797e-08,2.7635e-07,,3.6641e-05,0.0002315,,1.0684e-05,0.00011197,,9.973e-07,1.0878e-05,,2.4486e-10,1.2457e-08,,3.4427e-10,1.2999e-09,,1.5749e-12,4.6742e-13,,8.5294e-06,6.8399e-05,,1.5359e-06,2.0788e-05,,1.5982e-07,1.0086e-06,,24,-0.073,Dangerous
3,3,0.189,0.5027,0.163,0.35872,0.013,0.1774,0.11356,0.35381,0.11015,0.48403,0.0056306,0.17592,0.013,0.1774,0.163,0.35872,0.189,0.5027,0.0056306,0.17592,0.11356,0.35381,0.11015,0.48403,0.38624,0.052088,0.13486,1.0062,1.619,0.86243,1,7.7672,0.03003,0.37052,0.00030585,0.02055,0.37936,0.00016876,3.0706e-05,1.8378e-05,1.4506e-08,6.8543e-06,1.2445e-06,5.4463e-08,2.4161e-07,1.1044e-07,3.9271e-08,1.4506e-08,1.8378e-05,3.0706e-05,5.4463e-08,1.2445e-06,6.8543e-06,3.9271e-08,1.1044e-07,2.4161e-07,4.8154e-08,0.0002121,0.00018724,1.246e-07,5.8658e-05,6.9551e-05,1.8476e-07,3.9575e-06,9.5665e-06,1.2674e-11,6.2939e-11,4.5256e-09,1.2072e-09,5.5873e-11,2.2111e-09,1.8017e-11,1.6435e-11,2.2577e-11,1.4875e-08,4.5722e-05,5.3897e-05,3.5804e-08,5.396e-06,1.4924e-05,4.7111e-08,3.4176e-07,8.1214e-07,27,-0.026,Dangerous
3,3,0.809,0.49926,0.073,0.40197,0.049,0.32531,0.52066,0.49533,0.032254,0.40639,0.029534,0.32432,0.049,0.32531,0.073,0.40197,0.809,0.49926,0.029534,0.32432,0.032254,0.40639,0.52066,0.49533,0.27224,0.037346,0.13718,0.035847,0.71318,0.035847,0.39726,11.0199,0.11024,0.51499,0.00042326,0.077664,0.48108,0.00022695,0.00047545,1.8187e-06,1.2934e-06,6.8087e-05,1.9686e-06,1.8534e-07,3.2091e-06,9.6927e-08,4.1452e-08,1.2934e-06,1.8187e-06,0.00047545,1.8534e-07,1.9686e-06,6.8087e-05,4.1452e-08,9.6927e-08,3.2091e-06,6.4944e-06,8.9833e-06,0.0031932,2.2372e-06,9.1895e-06,0.0015689,4.593e-07,1.0084e-06,7.4555e-05,3.1174e-11,3.1482e-08,1.8066e-09,5.3339e-11,5.2296e-09,8.7045e-10,6.3019e-11,8.375e-10,3.3118e-11,1.7727e-06,2.4924e-06,0.00089847,3.38e-07,3.0898e-06,0.00023016,7.1685e-08,1.3598e-07,9.9067e-06,14,0.335,Dangerous
3,3,0.627,0.49779,0.052,0.40491,0.019,0.32138,0.40199,0.49287,0.030885,0.40393,0.010879,0.32629,0.019,0.32138,0.052,0.40491,0.627,0.49779,0.010879,0.32629,0.030885,0.40393,0.40199,0.49287,0.27813,0.031941,0.11484,0.041467,0.76984,0.041467,0.5,10.7862,0.095537,0.51941,0.00048857,0.087543,0.48305,0.00022648,0.00025908,1.1233e-06,2.8537e-07,2.1813e-05,7.9237e-07,1.0051e-07,5.2856e-06,4.0881e-08,2.0914e-08,2.8537e-07,1.1233e-06,0.00025908,1.0051e-07,7.9237e-07,2.1813e-05,2.0914e-08,4.0881e-08,5.2856e-06,6.7077e-07,6.5118e-06,0.0019226,4.7078e-07,6.5041e-06,0.00052087,9.926e-08,2.446e-07,0.00017491,6.7484e-10,1.3113e-09,1.3631e-09,3.2239e-09,1.6833e-08,3.3742e-09,4.4307e-12,5.8692e-11,1.9104e-10,2.1011e-07,1.615e-06,0.00048895,9.4502e-08,1.5819e-06,6.0775e-05,2.434e-08,4.3159e-08,2.2514e-05,14,0.247,Dangerous
