Var1,Var2,Var3
rov trace:,NaN,NaN
,-0.039,-0.043
,-0.037,-0.041
,-0.036,-0.04
,-0.034,-0.038
,-0.033,-0.037
,-0.031,-0.036
,-0.03,-0.034
,-0.028,-0.033
,-0.027,-0.032
,-0.026,-0.031
,-0.025,-0.03
,-0.024,-0.029
,-0.023,-0.027
,-0.022,-0.026
,-0.021,-0.025
,-0.02,-0.025
,-0.019,-0.024
,-0.019,-0.023
,-0.018,-0.022
,-0.017,-0.021
,-0.017,-0.02
,-0.017,-0.02
,-0.016,-0.019
,-0.016,-0.018
,-0.016,-0.018
,-0.015,-0.017
,-0.015,-0.016
,-0.015,-0.016
,-0.015,-0.015
,-0.014,-0.015
,-0.014,-0.014
,-0.014,-0.014
,-0.014,-0.013
,-0.014,-0.013
,-0.014,-0.012
,-0.014,-0.011
,-0.013,-0.011
,-0.013,-0.01
,-0.013,-0.01
,-0.013,-0.009
,-0.013,-0.009
,-0.013,-0.008
,-0.013,-0.008
,-0.012,-0.007
,-0.012,-0.007
,-0.012,-0.006
,-0.012,-0.006
,-0.012,-0.005
,-0.012,-0.005
,-0.011,-0.004
,-0.011,-0.004
,-0.011,-0.003
,-0.011,-0.003
,-0.011,-0.003
,-0.011,-0.002
,-0.011,-0.002
,-0.011,-0.001
,-0.011,-0.001
,-0.011,-0.001
,-0.011,-0.001
,-0.011,0
,-0.011,0
,-0.011,0
,-0.011,0
,-0.011,0
,-0.011,0
,-0.011,0
,-0.011,0
,-0.011,0
,-0.011,-0.001
,-0.011,-0.001
,-0.011,-0.001
,-0.011,-0.001
,-0.011,-0.002
,-0.011,-0.002
,-0.011,-0.002
,-0.011,-0.003
,-0.011,-0.003
,-0.011,-0.003
,-0.011,-0.004
,-0.011,-0.004
,-0.011,-0.004
,-0.011,-0.005
,-0.01,-0.005
,-0.01,-0.005
,-0.01,-0.005
,-0.01,-0.005
,-0.009,-0.005
,-0.009,-0.005
,-0.008,-0.005
,-0.008,-0.005
,-0.008,-0.005
,-0.007,-0.005
,-0.007,-0.005
,-0.006,-0.005
,-0.006,-0.004
,-0.005,-0.004
,-0.005,-0.004
,-0.004,-0.003
,-0.004,-0.003
,-0.003,-0.003
,-0.003,-0.002
,-0.002,-0.002
,-0.002,-0.001
,-0.001,-0.001
,-0.001,0
,-0.001,0
,0,0
,0,0.001
,0,0.001
,0.001,0.001
,0.001,0.002
,0.001,0.002
,0.001,0.002
,0.001,0.002
,0.001,0.003
,0.002,0.003
,0.002,0.003
,0.002,0.003
,0.001,0.003
,0.001,0.003
,0.001,0.003
,0.001,0.003
,0.001,0.003
,0.001,0.003
,0.001,0.004
,0,0.004
,0,0.004
,0,0.004
,0,0.004
,-0.001,0.004
,-0.001,0.004
,-0.001,0.004
,-0.001,0.004
,-0.002,0.004
,-0.002,0.004
,-0.002,0.004
,-0.002,0.004
,-0.002,0.004
,-0.002,0.004
,-0.002,0.004
,-0.003,0.005
,-0.003,0.005
,-0.003,0.005
,-0.003,0.005
,-0.003,0.005
,-0.002,0.005
,-0.002,0.005
,-0.002,0.005
,-0.002,0.006
,-0.002,0.006
,-0.002,0.006
,-0.002,0.006
,-0.001,0.006
,-0.001,0.006
,-0.001,0.006
,-0.001,0.006
,-0.001,0.007
,0,0.007
,0,0.007
,0,0.007
,0,0.007
,0.001,0.007
,0.001,0.007
,0.001,0.007
,0.001,0.007
,0.001,0.007
,0.002,0.008
,0.002,0.008
,0.002,0.008
,0.002,0.008
,0.002,0.008
,0.002,0.008
,0.003,0.008
,0.003,0.008
,0.003,0.008
,0.003,0.008
,0.003,0.009
,0.003,0.009
,0.003,0.009
,0.004,0.009
,0.004,0.009
,0.004,0.009
,0.004,0.009
,0.004,0.009
,0.004,0.009
,0.004,0.009
,0.004,0.01
,0.005,0.01
,0.005,0.01
,0.005,0.01
,0.005,0.01
,0.005,0.01
,0.005,0.01
,0.005,0.01
,0.005,0.009
,0.005,0.009
,0.005,0.009
,0.005,0.009
,0.005,0.009
,0.005,0.009
,0.005,0.009
,0.005,0.009
,0.005,0.008
,0.005,0.008
,0.005,0.008
,0.005,0.008
,0.005,0.007
,0.005,0.007
,0.004,0.007
,0.004,0.007
,0.004,0.007
,0.004,0.007
,0.003,0.006
,0.003,0.006
,0.003,0.006
,0.003,0.006
,0.002,0.006
,0.002,0.006
,0.002,0.006
,0.001,0.006
,0.001,0.006
,0,0.006
,0,0.006
,0,0.006
,-0.001,0.006
,-0.001,0.006
,-0.001,0.007
,-0.002,0.007
,-0.002,0.007
,-0.002,0.007
,-0.003,0.007
,-0.003,0.007
,-0.003,0.008
,-0.004,0.008
,-0.004,0.008
,-0.004,0.008
,-0.004,0.008
,-0.004,0.008
,-0.004,0.008
,-0.004,0.008
,-0.005,0.008
,-0.005,0.008
,-0.005,0.008
,-0.004,0.008
,-0.004,0.008
,-0.004,0.008
,-0.004,0.008
,-0.004,0.008
,-0.004,0.007
,-0.003,0.007
,-0.003,0.007
,-0.003,0.007
,-0.003,0.007
,-0.002,0.007
,-0.002,0.006
,-0.001,0.006
,-0.001,0.006
,-0.001,0.006
,0,0.006
,0,0.006
,0.001,0.006
,0.001,0.006
,0.002,0.006
,0.002,0.006
,0.003,0.006
,0.003,0.007
,0.004,0.007
,0.004,0.007
,0.004,0.008
,0.005,0.008
,0.005,0.008
,0.006,0.009
,0.006,0.009
,0.006,0.009
,0.006,0.01
,0.007,0.01
,0.007,0.011
,0.007,0.011
,0.007,0.011
,0.007,0.012
,0.008,0.012
,0.008,0.012
,0.008,0.013
,0.008,0.013
,0.008,0.013
,0.008,0.013
,0.008,0.013
,0.008,0.013
,0.008,0.013
,0.008,0.013
,0.008,0.013
,0.008,0.013
,0.008,0.013
,0.008,0.013
,0.008,0.013
,0.008,0.013
,0.008,0.013
,0.008,0.012
,0.008,0.012
,0.008,0.012
,0.008,0.012
,0.008,0.012
,0.008,0.012
,0.008,0.012
,0.008,0.012
,0.008,0.012
,0.008,0.012
,0.009,0.012
,0.009,0.012
,0.009,0.012
,0.009,0.012
,0.009,0.012
,0.009,0.012
,0.009,0.012
,0.009,0.013
,0.009,0.013
,0.009,0.013
,0.009,0.013
,0.009,0.013
,0.009,0.014
,0.008,0.014
,0.008,0.014
,0.008,0.014
,0.008,0.014
,0.008,0.014
,0.008,0.014
,0.007,0.014
,0.007,0.014
,0.007,0.014
,0.007,0.014
,0.006,0.014
,0.006,0.013
,0.006,0.013
,0.006,0.013
,0.005,0.012
,0.005,0.012
,0.005,0.011
,0.005,0.011
,0.005,0.01
,0.005,0.01
,0.004,0.009
,0.004,0.009
,0.004,0.008
,0.005,0.008
,0.005,0.008
,0.005,0.007
,0.005,0.007
,0.005,0.007
,0.006,0.007
,0.006,0.007
,0.007,0.007
,0.007,0.007
,0.008,0.007
,0.008,0.007
,0.009,0.007
,0.01,0.008
,0.011,0.008
,0.011,0.009
,0.012,0.009
,0.013,0.01
,0.014,0.011
,0.015,0.012
,0.016,0.012
,0.017,0.013
,0.018,0.014
,0.019,0.015
,0.021,0.016
,0.022,0.016
,0.023,0.017
,0.023,0.018
,0.024,0.018
,0.025,0.018
,0.026,0.019
,0.027,0.019
,0.027,0.019
,0.028,0.019
,0.028,0.018
,0.028,0.018
,0.028,0.017
,0.028,0.016
,0.028,0.015
,0.027,0.014
,0.027,0.012
,0.026,0.01
,0.025,0.008
,0.023,0.005
,0.022,0.003
,0.02,-0.001
,0.017,-0.004
,0.015,-0.008
,0.012,-0.012
,0.009,-0.016
,0.005,-0.021
,0.002,-0.026
,-0.003,-0.032
,-0.007,-0.038
,-0.012,-0.044
,-0.017,-0.051
,-0.023,-0.058
,-0.029,-0.065
,-0.036,-0.073
,-0.043,-0.082
,-0.05,-0.091
,-0.058,-0.1
,-0.066,-0.11
,-0.075,-0.12
,-0.084,-0.131
,-0.093,-0.142
,-0.103,-0.154
,-0.114,-0.166
,-0.125,-0.179
,-0.136,-0.192
,-0.148,-0.206
,-0.161,-0.22
,-0.173,-0.234
,-0.187,-0.249
,-0.201,-0.264
,-0.215,-0.279
,-0.229,-0.295
,-0.244,-0.311
,-0.259,-0.328
,-0.275,-0.344
,-0.291,-0.361
,-0.307,-0.377
,-0.323,-0.394
,-0.34,-0.411
,-0.356,-0.427
,-0.373,-0.444
,-0.39,-0.46
,-0.407,-0.476
,-0.423,-0.492
,-0.44,-0.507
,-0.456,-0.522
,-0.472,-0.536
,-0.487,-0.55
,-0.503,-0.563
,-0.517,-0.576
,-0.532,-0.588
,-0.545,-0.599
,-0.558,-0.609
,-0.571,-0.618
,-0.583,-0.627
,-0.593,-0.634
,-0.604,-0.641
,-0.613,-0.647
,-0.621,-0.652
,-0.629,-0.656
,-0.635,-0.659
,-0.641,-0.661
,-0.646,-0.662
,-0.65,-0.662
,-0.652,-0.661
,-0.654,-0.66
,-0.655,-0.657
,-0.655,-0.654
,-0.655,-0.65
,-0.653,-0.646
,-0.651,-0.64
,-0.647,-0.634
,-0.643,-0.628
,-0.639,-0.621
,-0.633,-0.613
,-0.627,-0.606
,-0.621,-0.597
,-0.614,-0.589
,-0.607,-0.58
,-0.599,-0.57
,-0.59,-0.561
,-0.582,-0.551
,-0.573,-0.542
,-0.564,-0.532
,-0.555,-0.522
,-0.545,-0.512
,-0.536,-0.502
,-0.526,-0.492
,-0.517,-0.482
,-0.507,-0.472
,-0.497,-0.462
,-0.488,-0.452
,-0.478,-0.442
,-0.468,-0.432
,-0.459,-0.422
,-0.449,-0.412
,-0.44,-0.402
,-0.431,-0.392
,-0.421,-0.383
,-0.412,-0.373
,-0.403,-0.363
,-0.394,-0.353
,-0.385,-0.344
,-0.376,-0.334
,-0.367,-0.324
,-0.358,-0.314
,-0.349,-0.305
,-0.34,-0.295
,-0.331,-0.285
,-0.322,-0.275
,-0.313,-0.266
,-0.304,-0.256
,-0.295,-0.246
,-0.286,-0.237
,-0.277,-0.227
,-0.268,-0.218
,-0.259,-0.208
,-0.25,-0.199
,-0.241,-0.19
,-0.232,-0.18
,-0.223,-0.171
,-0.214,-0.162
,-0.205,-0.153
,-0.196,-0.144
,-0.187,-0.135
,-0.178,-0.126
,-0.169,-0.118
,-0.16,-0.109
,-0.152,-0.1
,-0.143,-0.092
,-0.134,-0.083
,-0.125,-0.075
,-0.116,-0.067
,-0.108,-0.058
,-0.099,-0.05
,-0.091,-0.042
,-0.082,-0.034
,-0.074,-0.026
,-0.066,-0.018
,-0.058,-0.01
,-0.05,-0.002
,-0.042,0.006
,-0.034,0.014
,-0.026,0.021
,-0.018,0.029
,-0.011,0.036
,-0.004,0.043
,0.003,0.051
,0.01,0.058
,0.017,0.064
,0.024,0.071
,0.03,0.078
,0.037,0.084
,0.043,0.09
,0.048,0.096
,0.054,0.101
,0.059,0.106
,0.065,0.111
,0.069,0.116
,0.074,0.12
,0.078,0.124
,0.083,0.128
,0.087,0.132
,0.09,0.135
,0.094,0.137
,0.097,0.14
,0.1,0.142
,0.102,0.143
,0.105,0.145
,0.107,0.146
,0.109,0.146
,0.111,0.147
,0.112,0.147
,0.114,0.147
,0.115,0.146
,0.116,0.146
,0.117,0.145
,0.117,0.144
,0.118,0.143
,0.118,0.141
,0.119,0.14
,0.119,0.138
,0.119,0.136
,0.119,0.135
,0.119,0.133
,0.119,0.131
,0.119,0.13
,0.119,0.128
,0.119,0.127
,0.118,0.125
,0.118,0.124
,0.118,0.123
,0.118,0.122
,0.118,0.121
,0.118,0.12
,0.117,0.12
,0.117,0.12
,0.117,0.12
,0.117,0.12
,0.117,0.12
,0.117,0.121
,0.118,0.121
,0.118,0.122
,0.118,0.123
,0.118,0.124
,0.118,0.125
,0.119,0.127
,0.119,0.128
,0.119,0.13
,0.12,0.131
,0.12,0.133
,0.12,0.134
,0.121,0.136
,0.121,0.137
,0.121,0.139
,0.121,0.14
,0.122,0.141
,0.122,0.143
,0.122,0.144
,0.122,0.145
,0.122,0.146
,0.123,0.147
,0.123,0.148
,0.123,0.148
,0.123,0.149
,0.123,0.149
,0.122,0.149
,0.122,0.149
,0.122,0.15
,0.122,0.149
,0.122,0.149
,0.122,0.149
,0.121,0.149
,0.121,0.148
,0.121,0.148
,0.12,0.147
,0.12,0.147
,0.12,0.146
,0.12,0.146
,0.119,0.145
,0.119,0.145
,0.119,0.144
,0.119,0.144
,0.118,0.143
,0.118,0.143
,0.118,0.142
,0.118,0.142
,0.118,0.141
,0.118,0.141
,0.118,0.141
,0.118,0.14
,0.118,0.14
,0.118,0.14
,0.117,0.14
,0.117,0.139
,0.117,0.139
,0.117,0.139
,0.117,0.139
,0.117,0.139
,0.117,0.139
,0.117,0.138
,0.117,0.138
,0.117,0.138
,0.117,0.138
,0.116,0.138
,0.116,0.138
,0.116,0.137
,0.116,0.137
,0.115,0.137
,0.115,0.137
,0.115,0.136
,0.114,0.136
,0.114,0.136
,0.114,0.135
,0.113,0.135
,0.113,0.135
,0.113,0.134
,0.112,0.134
,0.112,0.134
,0.112,0.133
,0.111,0.133
,0.111,0.133
,0.111,0.132
,0.11,0.132
,0.11,0.131
,0.11,0.131
,0.11,0.131
,0.11,0.13
,0.11,0.13
,0.11,0.129
,0.109,0.129
,0.109,0.129
,0.109,0.128
,0.109,0.128
,0.109,0.127
,0.109,0.127
,0.109,0.126
,0.109,0.125
,0.109,0.125
,0.109,0.124
,0.109,0.123
,0.109,0.123
,0.109,0.122
,0.109,0.121
,0.109,0.121
,0.109,0.12
,0.109,0.119
,0.109,0.118
,0.109,0.118
,0.109,0.117
,0.108,0.116
,0.108,0.115
,0.108,0.115
,0.108,0.114
,0.108,0.113
,0.108,0.113
,0.107,0.112
,0.107,0.112
,0.107,0.111
,0.107,0.111
,0.107,0.11
,0.107,0.11
,0.107,0.11
,0.107,0.11
,0.107,0.11
,0.107,0.11
,0.108,0.11
,0.108,0.11
,0.108,0.11
,0.108,0.11
,0.108,0.11
,0.109,0.111
,0.109,0.111
,0.109,0.111
,0.109,0.112
,0.11,0.112
,0.11,0.113
,0.11,0.113
,0.11,0.114
,0.11,0.114
,0.11,0.114
,0.11,0.115
,0.11,0.115
,0.11,0.115
,0.11,0.115
,0.11,0.116
,0.11,0.116
,0.11,0.116
,0.109,0.116
,0.109,0.116
,0.109,0.116
,0.108,0.115
,0.108,0.115
,0.107,0.115
,0.107,0.114
,0.106,0.114
,0.106,0.114
,0.105,0.113
,0.105,0.113
,0.104,0.112
,0.104,0.111
,0.103,0.111
,0.103,0.11
,0.102,0.11
,0.102,0.109
,0.102,0.109
,0.101,0.108
,0.101,0.108
,0.101,0.107
,0.1,0.107
,0.1,0.106
,0.1,0.106
,0.1,0.106
,0.1,0.105
,0.1,0.105
,0.1,0.105
,0.1,0.105
,0.101,0.104
,0.101,0.104
,0.101,0.104
,0.101,0.104
,0.101,0.104
,0.102,0.104
,0.102,0.103
,0.102,0.103
,0.102,0.103
,0.102,0.103
,0.103,0.103
,0.103,0.102
,0.103,0.102
,0.103,0.102
,0.103,0.102
,0.103,0.102
,0.103,0.101
,0.103,0.101
,0.102,0.101
,0.102,0.1
,0.102,0.1
,0.102,0.1
,0.101,0.1
,0.101,0.099
,0.1,0.099
,0.1,0.099
,0.1,0.099
,0.099,0.098
,0.099,0.098
,0.098,0.098
,0.098,0.098
,0.097,0.098
,0.097,0.098
,0.096,0.098
,0.096,0.098
,0.096,0.097
,0.095,0.097
,0.095,0.097
,0.095,0.097
,0.094,0.097
,0.094,0.097
,0.094,0.097
,0.094,0.097
,0.094,0.097
,0.093,0.097
,0.093,0.097
,0.093,0.097
,0.093,0.097
,0.093,0.097
,0.093,0.097
,0.093,0.096
,0.093,0.096
,0.094,0.096
,0.094,0.096
,0.094,0.095
,0.094,0.095
,0.094,0.095
,0.094,0.094
,0.094,0.094
,0.094,0.094
,0.094,0.094
,0.094,0.093
,0.094,0.093
,0.094,0.093
,0.093,0.092
,0.093,0.092
,0.093,0.092
,0.093,0.092
,0.092,0.092
,0.092,0.092
,0.092,0.091
,0.091,0.091
,0.091,0.091
,0.09,0.091
,0.09,0.091
,0.089,0.091
,0.088,0.091
,0.088,0.091
,0.087,0.091
,0.086,0.091
,0.086,0.091
,0.085,0.091
,0.084,0.091
,0.083,0.091
,0.082,0.091
,0.082,0.091
,0.081,0.091
,0.08,0.091
,0.079,0.091
,0.078,0.09
,0.078,0.09
,0.077,0.09
,0.076,0.089
,0.075,0.089
,0.074,0.088
,0.074,0.087
,0.073,0.087
,0.072,0.086
,0.072,0.085
,0.071,0.084
,0.071,0.083
,0.07,0.082
,0.07,0.081
,0.07,0.08
,0.069,0.079
,0.069,0.078
,0.069,0.077
,0.069,0.076
,0.068,0.075
,0.068,0.074
,0.068,0.073
,0.068,0.072
,0.068,0.071
,0.068,0.07
,0.069,0.069
,0.069,0.068
,0.069,0.067
,0.069,0.067
,0.069,0.066
,0.069,0.065
,0.069,0.064
,0.069,0.063
,0.069,0.062
,0.069,0.062
,0.069,0.061
,0.069,0.06
,0.069,0.059
,0.069,0.059
,0.068,0.058
,0.068,0.057
,0.067,0.057
,0.067,0.056
,0.066,0.056
,0.066,0.055
,0.065,0.054
,0.064,0.054
,0.064,0.053
,0.063,0.052
,0.062,0.052
,0.061,0.051
,0.06,0.051
,0.059,0.05
,0.058,0.05
,0.057,0.049
,0.056,0.048
,0.055,0.048
,0.054,0.047
,0.053,0.047
,0.052,0.046
,0.051,0.046
,0.05,0.045
,0.049,0.045
,0.048,0.044
,0.047,0.044
,0.046,0.043
,0.045,0.042
,0.045,0.042
,0.044,0.041
,0.043,0.041
,0.043,0.04
,0.042,0.039
,0.042,0.039
,0.041,0.038
,0.041,0.037
,0.041,0.036
,0.04,0.036
,0.04,0.035
,0.04,0.034
,0.039,0.033
,0.039,0.032
,0.039,0.031
,0.039,0.03
,0.039,0.029
,0.039,0.028
,0.038,0.027
,0.038,0.025
,0.038,0.024
,0.038,0.023
,0.037,0.022
,0.037,0.021
,0.036,0.02
,0.036,0.019
,0.035,0.018
,0.035,0.017
,0.034,0.016
,0.034,0.015
,0.033,0.014
,0.032,0.013
,0.031,0.012
,0.031,0.011
,0.03,0.01
,0.029,0.01
,0.028,0.009
,0.027,0.008
,0.026,0.008
,0.025,0.007
,0.024,0.007
,0.023,0.006
,0.022,0.006
,0.021,0.005
,0.02,0.005
,0.019,0.004
,0.018,0.004
,0.017,0.003
,0.016,0.003
,0.015,0.003
,0.014,0.002
,0.013,0.002
,0.012,0.002
,0.012,0.001
,0.011,0.001
,0.01,0.001
,0.009,0
,0.009,0
,0.008,0
,0.008,-0.001
,0.007,-0.001
,0.007,-0.001
,0.006,-0.001
,0.006,-0.002
,0.006,-0.002
,0.006,-0.002
,0.005,-0.003
,0.005,-0.003
,0.005,-0.003
,0.005,-0.003
,0.005,-0.003
,0.006,-0.003
,0.006,-0.003
,0.006,-0.004
,0.006,-0.004
spare3 trace:,NaN,NaN
,0.002,-0.002
,0.003,-0.001
,0.003,0
,0.002,0.002
,0,0.002
,0,0.002
,0,0.001
,0.001,0.002
,0.002,0.003
,0.001,0.004
,-0.001,0.005
,-0.004,0.003
,-0.006,0.001
,-0.007,-0.002
,-0.007,-0.004
,-0.006,-0.005
,-0.006,-0.005
,-0.005,-0.005
,-0.004,-0.005
,-0.003,-0.004
,-0.001,-0.001
,0.001,0.004
,0.002,0.008
,0.004,0.01
,0.005,0.008
,0.006,0.003
,0.006,-0.002
,0.005,-0.006
,0.005,-0.005
,0.005,-0.003
,0.005,0
,0.004,0.002
,0.003,0.001
,0.001,-0.002
,-0.001,-0.005
,-0.001,-0.006
,0,-0.005
,0.002,-0.002
,0.005,0
,0.005,0.002
,0.004,0.003
,0.002,0.003
,0,0.002
,0,0.001
,0.002,0
,0.003,0.001
,0.003,0.002
,0,0.003
,-0.004,0.003
,-0.008,0.001
,-0.009,-0.002
,-0.008,-0.004
,-0.005,-0.004
,-0.003,-0.002
,-0.001,0.001
,0,0.003
,0.001,0.003
,0.002,0.001
,0.003,-0.001
,0.002,-0.002
,0.001,-0.001
,0,0.001
,-0.002,0.004
,-0.003,0.005
,-0.003,0.004
,-0.003,0.003
,-0.004,0.001
,-0.005,0
,-0.005,-0.001
,-0.005,-0.001
,-0.003,-0.002
,-0.001,-0.002
,0.001,-0.002
,0.003,-0.003
,0.003,-0.003
,0.003,-0.003
,0.003,-0.003
,0.003,-0.003
,0.003,-0.002
,0.004,-0.001
,0.003,-0.001
,0.003,0
,0.002,0.001
,0.001,0.002
,0,0.003
,-0.001,0.005
,-0.001,0.007
,-0.001,0.008
,0,0.007
,0.001,0.005
,0.002,0.002
,0.003,-0.002
,0.003,-0.005
,0.003,-0.006
,0.003,-0.005
,0.002,-0.002
,0.001,0.001
,0.001,0.003
,0.001,0.004
,0,0.002
,0,0
,-0.002,-0.003
,-0.002,-0.003
,-0.002,-0.002
,-0.001,0.001
,0,0.003
,0.001,0.003
,0,0.001
,-0.001,-0.002
,-0.002,-0.005
,-0.001,-0.008
,0.002,-0.009
,0.006,-0.008
,0.008,-0.006
,0.007,-0.002
,0.003,0.003
,-0.001,0.005
,-0.003,0.006
,-0.002,0.005
,0.001,0.004
,0.003,0.004
,0.003,0.005
,0.002,0.005
,-0.001,0.005
,-0.003,0.002
,-0.004,0
,-0.004,-0.002
,-0.004,-0.002
,-0.004,0
,-0.004,0.002
,-0.003,0.003
,-0.001,0.001
,0.001,-0.001
,0.001,-0.003
,0,-0.004
,-0.003,-0.003
,-0.006,-0.002
,-0.007,-0.001
,-0.007,-0.001
,-0.004,-0.002
,-0.002,-0.002
,0,-0.001
,0,0
,0,0.001
,0,0.002
,0.001,0.001
,0.003,0.001
,0.006,0
,0.007,0.001
,0.006,0.003
,0.003,0.004
,0.001,0.005
,0,0.004
,0.001,0.001
,0.003,-0.003
,0.005,-0.006
,0.004,-0.008
,0.002,-0.007
,-0.001,-0.004
,-0.004,0
,-0.005,0.004
,-0.004,0.006
,-0.002,0.006
,0,0.004
,0.002,0.002
,0.004,0.001
,0.005,0.001
,0.005,0.002
,0.003,0.003
,0.001,0.002
,-0.001,0.001
,-0.002,0
,-0.001,-0.001
,0,-0.001
,0.001,-0.001
,0.002,0
,0.002,0.001
,0.001,0.001
,-0.001,0.001
,-0.003,0.001
,-0.004,0.001
,-0.003,0
,-0.002,-0.001
,0,-0.002
,0.003,-0.003
,0.005,-0.003
,0.006,-0.001
,0.004,0.001
,0.002,0.001
,0,-0.001
,-0.002,-0.004
,-0.003,-0.006
,-0.003,-0.006
,-0.003,-0.004
,-0.004,-0.003
,-0.004,-0.002
,-0.003,-0.003
,-0.002,-0.003
,0,-0.003
,0.002,0
,0.003,0.003
,0.002,0.005
,0.002,0.003
,0.002,-0.001
,0.003,-0.005
,0.003,-0.006
,0.002,-0.003
,0.001,0.002
,-0.001,0.006
,-0.003,0.007
,-0.003,0.004
,-0.004,-0.001
,-0.004,-0.004
,-0.005,-0.004
,-0.004,-0.002
,-0.003,0.001
,0,0.003
,0.002,0.003
,0.003,0.002
,0.002,0.002
,0,0.002
,-0.003,0.004
,-0.004,0.005
,-0.003,0.004
,-0.003,0.003
,-0.003,0
,-0.003,-0.002
,-0.002,-0.002
,0,-0.002
,0.004,-0.002
,0.007,-0.002
,0.009,-0.003
,0.008,-0.003
,0.005,-0.002
,0.001,0
,-0.003,0.002
,-0.006,0.002
,-0.007,0.002
,-0.006,0.001
,-0.004,0
,-0.002,0
,0.001,0
,0.003,0.001
,0.005,0.002
,0.005,0.003
,0.005,0.003
,0.004,0.002
,0.002,0
,0,-0.002
,0,-0.003
,0,-0.005
,0,-0.005
,-0.001,-0.005
,-0.002,-0.005
,-0.002,-0.004
,-0.002,-0.003
,-0.001,-0.002
,-0.001,0
,-0.002,0
,-0.004,0
,-0.005,-0.001
,-0.004,0
,-0.001,0.002
,0.003,0.005
,0.007,0.008
,0.009,0.008
,0.009,0.006
,0.006,0.002
,0.002,-0.002
,-0.002,-0.004
,-0.004,-0.003
,-0.004,-0.001
,-0.001,0.001
,0.002,0.002
,0.003,0.001
,0.002,0
,-0.001,0
,-0.004,0.001
,-0.005,0.001
,-0.003,0
,-0.001,-0.001
,0.002,-0.003
,0.003,-0.004
,0.001,-0.004
,-0.001,-0.003
,-0.002,-0.002
,-0.002,-0.001
,-0.002,0
,-0.001,0.001
,-0.001,0.003
,-0.001,0.004
,-0.001,0.003
,-0.001,0.001
,-0.001,-0.001
,-0.001,-0.004
,0,-0.004
,0.001,-0.004
,0.002,-0.002
,0.004,-0.001
,0.004,0
,0.003,0.001
,0,0.001
,-0.004,0.001
,-0.006,0.001
,-0.007,0.002
,-0.005,0.004
,-0.002,0.004
,0.001,0.004
,0.002,0.003
,0.002,0.002
,0.002,0.001
,0.001,0.001
,0,0.002
,-0.002,0.002
,-0.004,0.002
,-0.006,-0.001
,-0.006,-0.004
,-0.005,-0.005
,-0.001,-0.005
,0.002,-0.004
,0.004,-0.002
,0.004,-0.001
,0.004,-0.002
,0.003,-0.003
,0.002,-0.004
,0.001,-0.003
,-0.001,-0.001
,-0.001,0.001
,-0.001,0.002
,-0.001,0.001
,0,-0.001
,0.001,-0.002
,0.003,-0.002
,0.004,-0.001
,0.005,0.001
,0.004,0.003
,0.002,0.004
,0,0.003
,-0.001,0.002
,0,0
,0.002,-0.001
,0.004,-0.001
,0.004,0
,0.002,0.001
,-0.003,0.002
,-0.007,0.003
,-0.01,0.003
,-0.008,0.003
,-0.004,0.002
,0,0.001
,0.002,-0.001
,0.002,-0.004
,0,-0.006
,-0.002,-0.007
,-0.002,-0.006
,-0.001,-0.002
,0,0.002
,0.001,0.005
,0.001,0.006
,0,0.005
,-0.001,0.003
,0,0.001
,0.001,-0.001
,0.001,-0.002
,0,-0.002
,-0.001,-0.003
,-0.002,-0.004
,-0.002,-0.005
,0.001,-0.005
,0.003,-0.004
,0.004,-0.003
,0.003,-0.001
,0.001,0.001
,0,0.002
,0.001,0.002
,0.004,0
,0.007,-0.003
,0.007,-0.006
,0.004,-0.006
,0,-0.005
,-0.003,-0.003
,-0.004,0
,-0.002,0.003
,0.002,0.004
,0.005,0.004
,0.005,0.004
,0.004,0.002
,0.002,0
,0.001,-0.002
,0,-0.003
,0,-0.002
,0,0
,-0.001,0.004
,-0.001,0.007
,-0.001,0.008
,-0.002,0.006
,-0.003,0.003
,-0.004,0.001
,-0.006,0
,-0.005,0.001
,-0.002,0.001
,0.003,0.001
,0.005,-0.001
,0.005,-0.004
,0.002,-0.005
,-0.004,-0.004
,-0.008,-0.002
,-0.01,0
,-0.008,0.002
,-0.005,0.003
,-0.001,0.004
,0.001,0.003
,0.001,0.002
,0,0
,-0.001,-0.001
,-0.001,-0.001
,0.001,-0.001
,0.003,0.001
,0.005,0.001
,0.005,0.001
,0.003,-0.001
,0,-0.002
,-0.002,-0.001
,-0.003,0
,-0.002,0.002
,0,0.002
,0.002,0.001
,0.002,-0.002
,0.001,-0.003
,-0.002,-0.003
,-0.004,-0.001
,-0.004,0.001
,-0.002,0.002
,0.001,0.002
,0.005,0.001
,0.007,0
,0.006,0
,0.003,0.001
,0,0.001
,-0.001,0.001
,-0.001,-0.001
,0.001,-0.001
,0.002,0
,0.002,0.002
,0.002,0.004
,0.001,0.004
,0.001,0.002
,0.001,-0.001
,0.002,-0.002
,0.001,-0.002
,0,0.001
,-0.001,0.003
,-0.001,0.003
,-0.001,0.002
,0.001,0
,0.002,-0.001
,0.001,0
,-0.001,0.001
,-0.004,0.002
,-0.006,0.002
,-0.006,0
,-0.004,-0.002
,-0.001,-0.004
,0,-0.004
,0.001,-0.003
,0.001,-0.003
,0.001,-0.003
,0.002,-0.004
,0.003,-0.004
,0.003,-0.004
,0.002,-0.002
,0,0
,-0.002,0.002
,-0.003,0.002
,-0.003,0.002
,-0.002,0.001
,0,0.001
