Var1,Var2,Var3,Var4
,0.107,0.094,0.094
,0.108,0.095,0.095
,0.108,0.095,0.095
,0.109,0.095,0.095
,0.11,0.095,0.095
,0.11,0.096,0.096
,0.111,0.096,0.096
,0.111,0.096,0.096
,0.112,0.097,0.097
,0.113,0.097,0.097
,0.113,0.097,0.097
,0.114,0.098,0.098
,0.114,0.098,0.098
,0.115,0.099,0.099
,0.115,0.099,0.099
,0.116,0.1,0.1
,0.116,0.1,0.1
,0.117,0.1,0.1
,0.117,0.101,0.101
,0.118,0.102,0.102
,0.118,0.102,0.102
,0.118,0.103,0.103
,0.119,0.103,0.103
,0.119,0.104,0.104
,0.119,0.104,0.104
,0.12,0.105,0.105
,0.12,0.106,0.106
,0.12,0.106,0.106
,0.12,0.107,0.107
,0.12,0.108,0.108
,0.12,0.108,0.108
,0.12,0.109,0.109
,0.121,0.11,0.11
,0.121,0.11,0.11
,0.121,0.111,0.111
,0.121,0.111,0.111
,0.121,0.112,0.112
,0.121,0.112,0.112
,0.121,0.112,0.112
,0.121,0.113,0.113
,0.12,0.113,0.113
,0.12,0.113,0.113
,0.12,0.113,0.113
,0.12,0.113,0.113
,0.12,0.113,0.113
,0.119,0.113,0.113
,0.119,0.113,0.113
,0.118,0.113,0.113
,0.118,0.113,0.113
,0.117,0.112,0.112
,0.117,0.112,0.112
,0.116,0.112,0.112
,0.115,0.111,0.111
,0.114,0.111,0.111
,0.113,0.111,0.111
,0.112,0.11,0.11
,0.111,0.11,0.11
,0.11,0.109,0.109
,0.109,0.109,0.109
,0.107,0.108,0.108
,0.106,0.108,0.108
,0.105,0.108,0.108
,0.103,0.107,0.107
,0.102,0.107,0.107
,0.1,0.106,0.106
,0.098,0.106,0.106
,0.097,0.106,0.106
,0.095,0.105,0.105
,0.094,0.105,0.105
,0.092,0.105,0.105
,0.09,0.105,0.105
,0.089,0.104,0.104
,0.087,0.104,0.104
,0.086,0.104,0.104
,0.085,0.103,0.103
,0.083,0.103,0.103
,0.082,0.102,0.102
,0.081,0.102,0.102
,0.08,0.101,0.101
,0.078,0.101,0.101
,0.077,0.1,0.1
,0.076,0.099,0.099
,0.075,0.099,0.099
,0.074,0.098,0.098
,0.074,0.097,0.097
,0.073,0.096,0.096
,0.072,0.095,0.095
,0.071,0.094,0.094
,0.07,0.093,0.093
,0.069,0.091,0.091
,0.068,0.09,0.09
,0.067,0.089,0.089
,0.066,0.087,0.087
,0.065,0.086,0.086
,0.064,0.084,0.084
,0.062,0.083,0.083
,0.061,0.081,0.081
,0.06,0.08,0.08
,0.058,0.078,0.078
,0.056,0.077,0.077
,0.055,0.075,0.075
,0.053,0.074,0.074
,0.051,0.073,0.073
,0.049,0.071,0.071
,0.047,0.07,0.07
,0.045,0.069,0.069
,0.043,0.068,0.068
,0.041,0.067,0.067
,0.039,0.066,0.066
,0.037,0.065,0.065
,0.034,0.064,0.064
,0.032,0.063,0.063
,0.03,0.062,0.062
,0.028,0.061,0.061
,0.026,0.06,0.06
,0.023,0.06,0.06
,0.021,0.059,0.059
,0.019,0.058,0.058
,0.017,0.057,0.057
,0.015,0.056,0.056
,0.013,0.055,0.055
,0.011,0.054,0.054
,0.009,0.053,0.053
,0.007,0.052,0.052
,0.005,0.05,0.05
,0.003,0.049,0.049
,0.001,0.048,0.048
,-0.001,0.046,0.046
,-0.003,0.045,0.045
,-0.004,0.043,0.043
,-0.006,0.041,0.041
,-0.008,0.039,0.039
,-0.009,0.038,0.038
,-0.011,0.036,0.036
,-0.012,0.034,0.034
,-0.014,0.032,0.032
,-0.015,0.03,0.03
,-0.017,0.028,0.028
,-0.018,0.026,0.026
,-0.019,0.024,0.024
,-0.021,0.022,0.022
,-0.022,0.021,0.021
,-0.024,0.019,0.019
,-0.025,0.017,0.017
,-0.026,0.015,0.015
,-0.028,0.014,0.014
,-0.029,0.012,0.012
,-0.031,0.011,0.011
,-0.032,0.01,0.01
,-0.033,0.009,0.009
,-0.035,0.007,0.007
,-0.037,0.006,0.006
,-0.038,0.006,0.006
,-0.04,0.005,0.005
,-0.041,0.004,0.004
,-0.043,0.003,0.003
,-0.044,0.002,0.002
,-0.046,0.002,0.002
,-0.047,0.001,0.001
,-0.049,0.001,0.001
,-0.05,0,0
,-0.052,-0.001,-0.001
,-0.053,-0.001,-0.001
,-0.055,-0.002,-0.002
,-0.056,-0.003,-0.003
,-0.057,-0.004,-0.004
,-0.059,-0.005,-0.005
,-0.06,-0.006,-0.006
,-0.061,-0.007,-0.007
,-0.062,-0.008,-0.008
,-0.063,-0.009,-0.009
,-0.065,-0.01,-0.01
,-0.066,-0.012,-0.012
,-0.066,-0.013,-0.013
,-0.067,-0.015,-0.015
,-0.068,-0.016,-0.016
,-0.069,-0.018,-0.018
,-0.07,-0.019,-0.019
,-0.07,-0.021,-0.021
,-0.071,-0.023,-0.023
,-0.071,-0.025,-0.025
,-0.072,-0.026,-0.026
,-0.072,-0.028,-0.028
,-0.073,-0.03,-0.03
,-0.073,-0.031,-0.031
,-0.073,-0.033,-0.033
,-0.073,-0.034,-0.034
,-0.074,-0.036,-0.036
,-0.074,-0.037,-0.037
,-0.074,-0.038,-0.038
,-0.074,-0.039,-0.039
,-0.074,-0.04,-0.04
,-0.074,-0.041,-0.041
,-0.074,-0.041,-0.041
,-0.074,-0.042,-0.042
,-0.073,-0.042,-0.042
,-0.073,-0.042,-0.042
,-0.073,-0.042,-0.042
,-0.073,-0.042,-0.042
,-0.073,-0.042,-0.042
,-0.073,-0.041,-0.041
,-0.073,-0.041,-0.041
,-0.073,-0.041,-0.041
,-0.073,-0.04,-0.04
,-0.073,-0.04,-0.04
,-0.073,-0.039,-0.039
,-0.073,-0.039,-0.039
,-0.073,-0.038,-0.038
,-0.073,-0.038,-0.038
,-0.074,-0.038,-0.038
,-0.074,-0.037,-0.037
,-0.074,-0.037,-0.037
,-0.075,-0.037,-0.037
,-0.075,-0.037,-0.037
,-0.076,-0.037,-0.037
,-0.076,-0.037,-0.037
,-0.077,-0.037,-0.037
,-0.077,-0.038,-0.038
,-0.078,-0.038,-0.038
,-0.079,-0.039,-0.039
,-0.079,-0.039,-0.039
,-0.08,-0.04,-0.04
,-0.081,-0.04,-0.04
,-0.081,-0.041,-0.041
,-0.082,-0.041,-0.041
,-0.083,-0.042,-0.042
,-0.083,-0.042,-0.042
,-0.084,-0.043,-0.043
,-0.084,-0.043,-0.043
,-0.085,-0.044,-0.044
,-0.085,-0.044,-0.044
,-0.086,-0.045,-0.045
,-0.086,-0.045,-0.045
,-0.086,-0.045,-0.045
,-0.087,-0.045,-0.045
,-0.087,-0.045,-0.045
,-0.087,-0.045,-0.045
,-0.087,-0.045,-0.045
,-0.087,-0.045,-0.045
,-0.086,-0.045,-0.045
,-0.086,-0.044,-0.044
,-0.086,-0.044,-0.044
,-0.086,-0.043,-0.043
,-0.086,-0.043,-0.043
,-0.085,-0.043,-0.043
,-0.085,-0.042,-0.042
,-0.085,-0.042,-0.042
,-0.084,-0.042,-0.042
,-0.084,-0.041,-0.041
,-0.084,-0.041,-0.041
,-0.083,-0.041,-0.041
,-0.083,-0.041,-0.041
,-0.083,-0.04,-0.04
,-0.083,-0.04,-0.04
,-0.083,-0.041,-0.041
,-0.083,-0.041,-0.041
,-0.083,-0.041,-0.041
,-0.083,-0.041,-0.041
,-0.083,-0.042,-0.042
,-0.083,-0.042,-0.042
,-0.083,-0.043,-0.043
,-0.084,-0.043,-0.043
,-0.084,-0.044,-0.044
,-0.084,-0.044,-0.044
,-0.084,-0.045,-0.045
,-0.085,-0.046,-0.046
,-0.085,-0.046,-0.046
,-0.085,-0.047,-0.047
,-0.086,-0.047,-0.047
,-0.086,-0.048,-0.048
,-0.086,-0.049,-0.049
,-0.086,-0.049,-0.049
,-0.087,-0.049,-0.049
,-0.087,-0.05,-0.05
,-0.087,-0.05,-0.05
,-0.087,-0.05,-0.05
,-0.087,-0.051,-0.051
,-0.087,-0.051,-0.051
,-0.087,-0.051,-0.051
,-0.087,-0.051,-0.051
,-0.087,-0.051,-0.051
,-0.087,-0.051,-0.051
,-0.087,-0.051,-0.051
,-0.087,-0.05,-0.05
,-0.087,-0.05,-0.05
,-0.087,-0.05,-0.05
,-0.087,-0.05,-0.05
,-0.086,-0.05,-0.05
,-0.086,-0.05,-0.05
,-0.086,-0.05,-0.05
,-0.086,-0.05,-0.05
,-0.085,-0.049,-0.049
,-0.085,-0.049,-0.049
,-0.085,-0.049,-0.049
,-0.084,-0.049,-0.049
,-0.084,-0.049,-0.049
,-0.083,-0.05,-0.05
,-0.083,-0.05,-0.05
,-0.082,-0.05,-0.05
,-0.082,-0.05,-0.05
,-0.081,-0.05,-0.05
,-0.081,-0.05,-0.05
,-0.08,-0.051,-0.051
,-0.08,-0.051,-0.051
,-0.079,-0.051,-0.051
,-0.079,-0.052,-0.052
,-0.079,-0.052,-0.052
,-0.078,-0.052,-0.052
,-0.078,-0.053,-0.053
,-0.077,-0.053,-0.053
,-0.077,-0.053,-0.053
,-0.076,-0.054,-0.054
,-0.076,-0.054,-0.054
,-0.076,-0.054,-0.054
,-0.076,-0.054,-0.054
,-0.075,-0.054,-0.054
,-0.075,-0.055,-0.055
,-0.075,-0.055,-0.055
,-0.075,-0.055,-0.055
,-0.074,-0.055,-0.055
,-0.074,-0.055,-0.055
,-0.074,-0.055,-0.055
,-0.074,-0.055,-0.055
,-0.074,-0.055,-0.055
,-0.074,-0.055,-0.055
,-0.074,-0.055,-0.055
,-0.074,-0.054,-0.054
,-0.074,-0.054,-0.054
,-0.074,-0.054,-0.054
,-0.074,-0.054,-0.054
,-0.074,-0.054,-0.054
,-0.074,-0.054,-0.054
,-0.074,-0.053,-0.053
,-0.074,-0.053,-0.053
,-0.075,-0.053,-0.053
,-0.075,-0.053,-0.053
,-0.075,-0.053,-0.053
,-0.075,-0.053,-0.053
,-0.075,-0.053,-0.053
,-0.076,-0.052,-0.052
,-0.076,-0.052,-0.052
,-0.076,-0.052,-0.052
,-0.076,-0.052,-0.052
,-0.076,-0.052,-0.052
,-0.077,-0.052,-0.052
,-0.077,-0.052,-0.052
,-0.077,-0.052,-0.052
,-0.077,-0.052,-0.052
,-0.077,-0.052,-0.052
,-0.077,-0.052,-0.052
,-0.077,-0.051,-0.051
,-0.077,-0.051,-0.051
,-0.076,-0.051,-0.051
,-0.076,-0.051,-0.051
,-0.075,-0.051,-0.051
,-0.075,-0.051,-0.051
,-0.074,-0.05,-0.05
,-0.074,-0.05,-0.05
,-0.073,-0.05,-0.05
,-0.072,-0.05,-0.05
,-0.071,-0.049,-0.049
,-0.07,-0.049,-0.049
,-0.07,-0.049,-0.049
,-0.069,-0.049,-0.049
,-0.068,-0.049,-0.049
,-0.067,-0.048,-0.048
,-0.066,-0.048,-0.048
,-0.065,-0.048,-0.048
,-0.064,-0.048,-0.048
,-0.063,-0.048,-0.048
,-0.062,-0.048,-0.048
,-0.061,-0.048,-0.048
,-0.06,-0.048,-0.048
,-0.059,-0.048,-0.048
,-0.058,-0.048,-0.048
,-0.058,-0.048,-0.048
,-0.057,-0.048,-0.048
,-0.057,-0.048,-0.048
,-0.056,-0.048,-0.048
,-0.055,-0.048,-0.048
,-0.055,-0.048,-0.048
,-0.055,-0.048,-0.048
,-0.054,-0.048,-0.048
,-0.054,-0.048,-0.048
,-0.053,-0.047,-0.047
,-0.053,-0.047,-0.047
,-0.053,-0.047,-0.047
,-0.053,-0.047,-0.047
,-0.052,-0.047,-0.047
,-0.052,-0.046,-0.046
,-0.052,-0.046,-0.046
,-0.051,-0.046,-0.046
,-0.051,-0.045,-0.045
,-0.051,-0.045,-0.045
,-0.051,-0.045,-0.045
,-0.05,-0.044,-0.044
,-0.05,-0.044,-0.044
,-0.05,-0.043,-0.043
,-0.049,-0.042,-0.042
,-0.049,-0.042,-0.042
,-0.049,-0.041,-0.041
,-0.048,-0.041,-0.041
,-0.048,-0.04,-0.04
,-0.047,-0.039,-0.039
,-0.047,-0.038,-0.038
,-0.047,-0.038,-0.038
,-0.046,-0.037,-0.037
,-0.046,-0.036,-0.036
,-0.045,-0.036,-0.036
,-0.045,-0.035,-0.035
,-0.044,-0.034,-0.034
,-0.044,-0.034,-0.034
,-0.043,-0.033,-0.033
,-0.043,-0.033,-0.033
,-0.042,-0.032,-0.032
,-0.042,-0.032,-0.032
,-0.041,-0.031,-0.031
,-0.041,-0.031,-0.031
,-0.04,-0.031,-0.031
,-0.04,-0.031,-0.031
,-0.039,-0.03,-0.03
,-0.039,-0.03,-0.03
,-0.038,-0.03,-0.03
,-0.037,-0.03,-0.03
,-0.037,-0.03,-0.03
,-0.036,-0.03,-0.03
spare3 trace:,NaN,NaN,NaN
,0.001,0.035,0.035
,0.001,0.036,0.036
,0.001,0.036,0.036
,0.002,0.036,0.036
,0.002,0.036,0.036
,0.002,0.036,0.036
,0.003,0.037,0.037
,0.003,0.037,0.037
,0.003,0.037,0.037
,0.004,0.037,0.037
,0.004,0.037,0.037
,0.004,0.038,0.038
,0.005,0.038,0.038
,0.005,0.038,0.038
,0.006,0.038,0.038
,0.006,0.038,0.038
,0.006,0.038,0.038
,0.007,0.038,0.038
,0.007,0.038,0.038
,0.007,0.039,0.039
,0.007,0.039,0.039
,0.008,0.039,0.039
,0.008,0.039,0.039
,0.008,0.039,0.039
,0.008,0.039,0.039
,0.008,0.039,0.039
,0.009,0.039,0.039
,0.009,0.039,0.039
,0.009,0.038,0.038
,0.009,0.038,0.038
,0.009,0.038,0.038
,0.009,0.038,0.038
,0.009,0.038,0.038
,0.009,0.038,0.038
,0.009,0.038,0.038
,0.009,0.038,0.038
,0.009,0.038,0.038
,0.009,0.038,0.038
,0.008,0.037,0.037
,0.008,0.037,0.037
,0.008,0.037,0.037
,0.008,0.037,0.037
,0.008,0.037,0.037
,0.008,0.037,0.037
,0.008,0.037,0.037
,0.008,0.037,0.037
,0.008,0.037,0.037
,0.008,0.037,0.037
,0.008,0.037,0.037
,0.008,0.037,0.037
,0.008,0.037,0.037
,0.008,0.037,0.037
,0.008,0.037,0.037
,0.009,0.037,0.037
,0.009,0.037,0.037
,0.009,0.037,0.037
,0.009,0.038,0.038
,0.009,0.038,0.038
,0.01,0.038,0.038
,0.01,0.039,0.039
,0.01,0.039,0.039
,0.01,0.039,0.039
,0.011,0.04,0.04
,0.011,0.04,0.04
,0.011,0.04,0.04
,0.011,0.041,0.041
,0.011,0.041,0.041
,0.011,0.042,0.042
,0.012,0.042,0.042
,0.012,0.043,0.043
,0.012,0.044,0.044
,0.012,0.044,0.044
,0.012,0.045,0.045
,0.012,0.045,0.045
,0.012,0.046,0.046
,0.012,0.046,0.046
,0.012,0.047,0.047
,0.012,0.047,0.047
,0.012,0.048,0.048
,0.011,0.048,0.048
,0.011,0.049,0.049
,0.011,0.049,0.049
,0.011,0.049,0.049
,0.011,0.05,0.05
,0.011,0.05,0.05
,0.011,0.05,0.05
,0.011,0.05,0.05
,0.011,0.051,0.051
,0.012,0.051,0.051
,0.012,0.051,0.051
,0.012,0.051,0.051
,0.012,0.051,0.051
,0.013,0.051,0.051
,0.013,0.051,0.051
,0.013,0.051,0.051
,0.014,0.051,0.051
,0.014,0.051,0.051
,0.014,0.051,0.051
,0.015,0.051,0.051
,0.015,0.051,0.051
,0.015,0.051,0.051
,0.016,0.051,0.051
,0.016,0.051,0.051
,0.016,0.051,0.051
,0.016,0.051,0.051
,0.016,0.051,0.051
,0.017,0.051,0.051
,0.017,0.051,0.051
,0.017,0.051,0.051
,0.017,0.051,0.051
,0.016,0.051,0.051
,0.016,0.051,0.051
,0.016,0.051,0.051
,0.016,0.051,0.051
,0.016,0.051,0.051
,0.015,0.051,0.051
,0.015,0.051,0.051
,0.015,0.051,0.051
,0.014,0.051,0.051
,0.014,0.051,0.051
,0.014,0.051,0.051
,0.013,0.051,0.051
,0.013,0.051,0.051
,0.013,0.051,0.051
,0.012,0.051,0.051
,0.012,0.051,0.051
,0.012,0.051,0.051
,0.012,0.05,0.05
,0.011,0.05,0.05
,0.011,0.05,0.05
,0.011,0.05,0.05
,0.011,0.05,0.05
,0.011,0.05,0.05
,0.011,0.05,0.05
,0.011,0.049,0.049
,0.011,0.049,0.049
,0.011,0.049,0.049
,0.011,0.049,0.049
,0.011,0.05,0.05
,0.011,0.05,0.05
,0.01,0.05,0.05
,0.01,0.05,0.05
,0.01,0.05,0.05
,0.01,0.051,0.051
,0.01,0.051,0.051
,0.01,0.051,0.051
,0.01,0.052,0.052
,0.009,0.052,0.052
,0.009,0.053,0.053
,0.009,0.053,0.053
,0.009,0.054,0.054
,0.008,0.054,0.054
,0.008,0.055,0.055
,0.008,0.055,0.055
,0.007,0.055,0.055
,0.007,0.056,0.056
,0.007,0.056,0.056
,0.007,0.056,0.056
,0.006,0.057,0.057
,0.006,0.057,0.057
,0.006,0.057,0.057
,0.006,0.057,0.057
,0.006,0.057,0.057
,0.006,0.057,0.057
,0.006,0.057,0.057
,0.006,0.057,0.057
,0.006,0.057,0.057
,0.006,0.057,0.057
,0.006,0.057,0.057
,0.006,0.057,0.057
,0.006,0.057,0.057
,0.006,0.057,0.057
,0.006,0.057,0.057
,0.006,0.057,0.057
,0.007,0.056,0.056
,0.007,0.056,0.056
,0.007,0.056,0.056
,0.007,0.056,0.056
,0.007,0.056,0.056
,0.007,0.056,0.056
,0.008,0.057,0.057
,0.008,0.057,0.057
,0.008,0.057,0.057
,0.008,0.057,0.057
,0.008,0.057,0.057
,0.008,0.058,0.058
,0.008,0.058,0.058
,0.008,0.058,0.058
,0.008,0.059,0.059
,0.008,0.059,0.059
,0.008,0.059,0.059
,0.008,0.06,0.06
,0.007,0.06,0.06
,0.007,0.06,0.06
,0.007,0.06,0.06
,0.007,0.061,0.061
,0.007,0.061,0.061
,0.007,0.061,0.061
,0.006,0.061,0.061
,0.006,0.062,0.062
,0.006,0.062,0.062
,0.006,0.062,0.062
,0.006,0.062,0.062
,0.006,0.062,0.062
,0.006,0.062,0.062
,0.006,0.062,0.062
,0.006,0.062,0.062
,0.006,0.062,0.062
,0.006,0.062,0.062
,0.006,0.062,0.062
,0.007,0.062,0.062
,0.007,0.062,0.062
,0.007,0.062,0.062
,0.007,0.062,0.062
,0.007,0.062,0.062
,0.007,0.062,0.062
,0.007,0.062,0.062
,0.007,0.063,0.063
,0.008,0.063,0.063
,0.008,0.063,0.063
,0.008,0.063,0.063
,0.008,0.063,0.063
,0.008,0.063,0.063
,0.008,0.063,0.063
,0.008,0.063,0.063
,0.008,0.064,0.064
,0.007,0.064,0.064
,0.007,0.064,0.064
,0.007,0.064,0.064
,0.007,0.065,0.065
,0.007,0.065,0.065
,0.007,0.065,0.065
,0.007,0.066,0.066
,0.006,0.066,0.066
,0.006,0.066,0.066
,0.006,0.067,0.067
,0.006,0.067,0.067
,0.006,0.067,0.067
,0.006,0.067,0.067
,0.006,0.068,0.068
,0.006,0.068,0.068
,0.006,0.068,0.068
,0.006,0.068,0.068
,0.006,0.068,0.068
,0.006,0.069,0.069
,0.006,0.069,0.069
,0.006,0.069,0.069
,0.006,0.069,0.069
,0.006,0.069,0.069
,0.006,0.069,0.069
,0.006,0.068,0.068
,0.006,0.068,0.068
,0.006,0.068,0.068
,0.007,0.068,0.068
,0.007,0.068,0.068
,0.007,0.067,0.067
,0.007,0.067,0.067
,0.007,0.067,0.067
,0.007,0.066,0.066
,0.007,0.066,0.066
,0.007,0.066,0.066
,0.007,0.066,0.066
,0.007,0.065,0.065
,0.007,0.065,0.065
,0.007,0.065,0.065
,0.007,0.064,0.064
,0.007,0.064,0.064
,0.007,0.064,0.064
,0.007,0.064,0.064
,0.007,0.064,0.064
,0.007,0.064,0.064
,0.007,0.064,0.064
,0.007,0.063,0.063
,0.008,0.063,0.063
,0.008,0.063,0.063
,0.008,0.063,0.063
,0.008,0.063,0.063
,0.008,0.063,0.063
,0.008,0.063,0.063
,0.009,0.064,0.064
,0.009,0.064,0.064
,0.009,0.064,0.064
,0.009,0.064,0.064
,0.01,0.064,0.064
,0.01,0.064,0.064
,0.01,0.064,0.064
,0.01,0.064,0.064
,0.011,0.064,0.064
,0.011,0.064,0.064
,0.011,0.064,0.064
,0.011,0.064,0.064
,0.011,0.064,0.064
,0.011,0.064,0.064
,0.011,0.064,0.064
,0.011,0.064,0.064
,0.011,0.064,0.064
,0.011,0.064,0.064
,0.011,0.064,0.064
,0.01,0.064,0.064
,0.01,0.064,0.064
,0.01,0.064,0.064
,0.009,0.064,0.064
,0.009,0.064,0.064
,0.008,0.064,0.064
,0.008,0.063,0.063
,0.007,0.063,0.063
,0.007,0.063,0.063
,0.006,0.063,0.063
,0.006,0.063,0.063
,0.005,0.063,0.063
,0.005,0.063,0.063
,0.004,0.063,0.063
,0.004,0.063,0.063
,0.003,0.062,0.062
,0.003,0.062,0.062
,0.003,0.062,0.062
,0.002,0.062,0.062
,0.002,0.062,0.062
,0.002,0.062,0.062
,0.002,0.062,0.062
,0.002,0.062,0.062
,0.002,0.062,0.062
,0.002,0.062,0.062
,0.002,0.062,0.062
,0.002,0.062,0.062
,0.002,0.062,0.062
,0.002,0.062,0.062
,0.002,0.062,0.062
,0.002,0.062,0.062
,0.002,0.062,0.062
,0.002,0.062,0.062
,0.002,0.062,0.062
,0.003,0.062,0.062
,0.003,0.062,0.062
,0.003,0.062,0.062
,0.003,0.062,0.062
,0.003,0.062,0.062
,0.003,0.062,0.062
,0.003,0.062,0.062
,0.003,0.062,0.062
,0.004,0.062,0.062
,0.004,0.062,0.062
,0.004,0.062,0.062
,0.004,0.062,0.062
,0.004,0.061,0.061
,0.004,0.061,0.061
,0.004,0.061,0.061
,0.004,0.061,0.061
,0.005,0.061,0.061
,0.005,0.06,0.06
,0.005,0.06,0.06
,0.005,0.06,0.06
,0.005,0.06,0.06
,0.005,0.06,0.06
,0.006,0.059,0.059
,0.006,0.059,0.059
,0.006,0.059,0.059
,0.006,0.059,0.059
,0.007,0.058,0.058
,0.007,0.058,0.058
,0.007,0.058,0.058
,0.008,0.058,0.058
,0.008,0.057,0.057
,0.008,0.057,0.057
,0.009,0.057,0.057
,0.009,0.057,0.057
,0.009,0.056,0.056
,0.01,0.056,0.056
,0.01,0.056,0.056
,0.01,0.056,0.056
,0.011,0.056,0.056
,0.011,0.055,0.055
,0.011,0.055,0.055
,0.011,0.055,0.055
,0.012,0.055,0.055
,0.012,0.055,0.055
,0.012,0.055,0.055
,0.012,0.055,0.055
,0.012,0.055,0.055
,0.013,0.055,0.055
,0.013,0.055,0.055
,0.013,0.056,0.056
,0.013,0.056,0.056
,0.013,0.056,0.056
,0.013,0.056,0.056
,0.013,0.057,0.057
,0.013,0.057,0.057
,0.013,0.057,0.057
,0.013,0.058,0.058
,0.013,0.058,0.058
,0.013,0.059,0.059
,0.013,0.059,0.059
,0.013,0.059,0.059
,0.013,0.06,0.06
,0.013,0.06,0.06
,0.013,0.06,0.06
,0.013,0.061,0.061
,0.013,0.061,0.061
,0.013,0.061,0.061
,0.013,0.061,0.061
,0.013,0.061,0.061
,0.013,0.061,0.061
,0.013,0.061,0.061
,0.013,0.061,0.061
,0.013,0.061,0.061
,0.013,0.061,0.061
,0.013,0.061,0.061
,0.013,0.061,0.061
,0.013,0.061,0.061
,0.013,0.06,0.06
,0.013,0.06,0.06
,0.013,0.06,0.06
,0.013,0.06,0.06
,0.013,0.059,0.059
,0.013,0.059,0.059
,0.013,0.059,0.059
,0.013,0.058,0.058
,0.013,0.058,0.058
,0.013,0.058,0.058
,0.013,0.058,0.058
,0.013,0.058,0.058
,0.013,0.058,0.058
,0.013,0.058,0.058
,0.013,0.058,0.058
,0.014,0.058,0.058
,0.014,0.058,0.058
,0.014,0.058,0.058
,0.014,0.058,0.058
,0.014,0.058,0.058
,0.014,0.058,0.058
,0.015,0.058,0.058
,0.015,0.058,0.058
,0.015,0.058,0.058
,0.015,0.058,0.058
,0.016,0.058,0.058
,0.016,0.059,0.059
,0.016,0.059,0.059
,0.016,0.059,0.059
,0.017,0.059,0.059
,0.017,0.059,0.059
,0.017,0.059,0.059
,0.017,0.058,0.058
,0.017,0.058,0.058
,0.017,0.058,0.058
,0.017,0.058,0.058
,0.017,0.057,0.057
,0.017,0.057,0.057
,0.017,0.057,0.057
,0.017,0.056,0.056
,0.017,0.056,0.056
,0.017,0.056,0.056
,0.017,0.055,0.055
,0.017,0.055,0.055
,0.017,0.054,0.054
,0.016,0.054,0.054
,0.016,0.053,0.053
,0.016,0.053,0.053
,0.016,0.053,0.053
,0.015,0.052,0.052
,0.015,0.052,0.052
,0.015,0.051,0.051
,0.014,0.051,0.051
,0.014,0.051,0.051
,0.014,0.051,0.051
,0.013,0.05,0.05
,0.013,0.05,0.05
,0.013,0.05,0.05
,0.012,0.05,0.05
,0.012,0.05,0.05
,0.012,0.05,0.05
,0.012,0.05,0.05
,0.012,0.05,0.05
,0.012,0.05,0.05
,0.011,0.05,0.05
,0.011,0.05,0.05
,0.011,0.05,0.05
,0.011,0.05,0.05
,0.012,0.05,0.05
,0.012,0.051,0.051
,0.012,0.051,0.051
,0.012,0.051,0.051
,0.012,0.051,0.051
,0.012,0.051,0.051
,0.013,0.051,0.051
,0.013,0.051,0.051
,0.013,0.051,0.051
,0.014,0.051,0.051
,0.014,0.051,0.051
,0.014,0.051,0.051
,0.015,0.051,0.051
,0.015,0.051,0.051
,0.015,0.051,0.051
,0.016,0.051,0.051
,0.016,0.051,0.051
,0.016,0.051,0.051
,0.017,0.051,0.051
,0.017,0.051,0.051
,0.017,0.051,0.051
,0.017,0.051,0.051
,0.017,0.051,0.051
,0.018,0.05,0.05
,0.018,0.05,0.05
,0.018,0.05,0.05
,0.018,0.05,0.05
,0.018,0.05,0.05
,0.018,0.05,0.05
,0.018,0.05,0.05
,0.018,0.05,0.05
,0.018,0.05,0.05
,0.018,0.05,0.05
,0.018,0.05,0.05
,0.018,0.05,0.05
,0.018,0.05,0.05
,0.018,0.049,0.049
,0.018,0.049,0.049
,0.017,0.049,0.049
,0.017,0.049,0.049
,0.017,0.049,0.049
,0.017,0.049,0.049
,0.017,0.049,0.049
,0.017,0.049,0.049
,0.017,0.049,0.049
,0.017,0.049,0.049
,0.016,0.049,0.049
,0.016,0.048,0.048
,0.016,0.048,0.048
,0.016,0.048,0.048
,0.016,0.048,0.048
,0.016,0.048,0.048
,0.016,0.048,0.048
,0.016,0.048,0.048
,0.016,0.048,0.048
,0.015,0.048,0.048
,0.015,0.048,0.048
,0.015,0.048,0.048
,0.015,0.047,0.047
,0.015,0.047,0.047
,0.015,0.047,0.047
,0.015,0.047,0.047
,0.015,0.047,0.047
,0.015,0.047,0.047
,0.014,0.047,0.047
,0.014,0.047,0.047
,0.014,0.047,0.047
,0.014,0.046,0.046
,0.014,0.046,0.046
,0.014,0.046,0.046
,0.014,0.046,0.046
,0.014,0.046,0.046
,0.014,0.046,0.046
,0.014,0.046,0.046
,0.014,0.045,0.045
,0.014,0.045,0.045
,0.014,0.045,0.045
,0.014,0.045,0.045
,0.013,0.045,0.045
,0.013,0.045,0.045
,0.013,0.045,0.045
,0.013,0.045,0.045
,0.013,0.044,0.044
,0.013,0.044,0.044
,0.013,0.044,0.044
,0.013,0.044,0.044
,0.013,0.044,0.044
,0.013,0.044,0.044
,0.013,0.044,0.044
,0.013,0.044,0.044
,0.012,0.044,0.044
,0.012,0.044,0.044
,0.012,0.044,0.044
,0.012,0.044,0.044
,0.012,0.044,0.044
,0.012,0.044,0.044
,0.012,0.044,0.044
,0.012,0.044,0.044
,0.012,0.044,0.044
,0.012,0.044,0.044
,0.012,0.044,0.044
,0.012,0.044,0.044
,0.012,0.044,0.044
,0.012,0.044,0.044
,0.012,0.044,0.044
,0.012,0.044,0.044
,0.013,0.044,0.044
